X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,label
4.07876222960034,5.5693639759405,6.29727578663435,3.6966193372188,4.26707879306505,7.4531840709573,6.58126499372917,8.58618054770738,7.36909616470605,3.72267370830139,5.67107266267129,4.58800991037775,6.15809984555996,6.05809984555996,3.16326341136519,3.06326341136519,5.27860576767063,5.17860576767063,3.72373280808213,8.02053876208943,6.92713035153631,5.98070731563649,8.39537708985319,4.2746890288784,label_3
4.15149888998242,5.33700645760904,1.0102981589527,4.70271265439831,0.588932718944911,7.54329761929526,6.6559181690696,4.58780271663525,6.65159912394974,4.64273311308575,5.31725597465313,2.2731910800151,5.56771657701284,5.46771657701284,6.03978106355909,5.93978106355909,1.84734905765519,1.74734905765519,5.95874707232957,1.35182030834468,0.923728756950162,3.14236006127769,5.14649659860932,3.22636205624805,label_3
8.15194509402602,8.74691627032267,5.10507963297293,5.76917196159822,4.66426724932385,6.64521229730087,1.85944236875892,2.57777267171973,6.51385253114517,5.2567455877872,4.06115549107026,4.174834366681,0.580938440358266,0.480938440358266,7.98755806755517,7.88755806755517,4.88796103415027,4.78796103415027,6.13990872142477,4.39984065443665,5.86623975909918,5.79101336312734,5.50921844886748,4.31193742220617,label_3
5.30512403349391,6.60388810022751,1.02542354044942,3.79853823323467,4.33748352985272,3.22910620262826,5.96140568909437,5.86140568909437,6.62200257822716,6.52200257822716,4.07014670867934,3.97014670867934,5.40463440936552,7.56357879549415,5.32978082797173,5.0420606590555,6.39743020920573,7.13506340715797,4.64094338360245,3.62203514803615,2.60414531362104,6.58206924470361,4.37365795272336,5.93593088083137,label_2
5.90383726901563,5.80383726901563,6.28530191140029,4.50871298542902,8.39334658456373,4.78386281994944,3.2470036372437,5.58011565591021,7.22068045936909,6.27513660444259,6.08493328842949,6.58150073537982,8.35532833673236,3.88245567687846,7.14137662766367,7.69585905023759,3.10843116574044,4.54826303143722,7.27113921764111,7.96127197952267,4.62240008538454,4.08866182657706,4.91732179336671,4.6040170774253,label_1
9.06469399791528,8.96469399791528,4.42342343520311,4.32342343520311,5.39170291262381,5.29170291262381,3.7369694884951,7.02722197401843,5.9626464719032,5.96223479111958,4.88582501307259,4.82510199903364,3.02974988914928,4.22965110595162,5.75666949320577,8.31864879188559,7.9292375352279,2.33294251280435,5.75891067018159,2.67317839544439,6.8049524887403,6.61005602813491,2.13901531646502,2.62762452040213,label_1
5.49850795017133,4.79430926602314,3.70272960603367,5.00753020885434,3.15738977099706,6.13139048264803,4.73852182065987,4.63852182065987,5.43564224509614,5.33564224509614,5.09477614456329,4.99477614456329,6.54442378559667,4.38965154004287,5.03077211320333,6.33939856571655,2.15604406378157,6.09185185786145,6.93662565584591,8.20450148986551,4.70445436419827,4.93740547907212,3.66423122206771,2.00993961020949,label_2
5.76741805391184,5.66741805391184,3.44346745303114,3.34346745303114,3.80049210272368,3.70049210272368,6.76122438484197,3.40814867533971,2.72966942197823,5.97701303858592,2.7008877706032,4.82563564558105,5.08321440440767,7.61129273506568,7.88215122710324,7.60604714994501,3.52118276492648,5.2614762395049,-0.691786481562922,4.40543288646336,8.29394598903314,3.884227512489,4.34585519188964,-0.224108798979011,label_1
3.95732943661709,6.59218695421164,1.4893076223788,4.9826971116639,1.33834387154737,7.07832578696119,5.17327799902318,3.3511215641697,6.86238206146724,3.44285452620985,5.07268910758406,4.80691179791525,4.60398312845322,4.50398312845322,6.90604000791609,6.80604000791609,4.75070141483634,4.65070141483634,2.40780921676743,4.92872066408397,5.29551765389456,7.16272395575131,3.74271097690716,4.11080271356244,label_3
3.62624383213901,5.73855801885876,3.53602675752871,4.99661543574882,1.18567048455428,1.25645943938555,6.31646600005743,6.48440733187712,7.39213922340271,5.98812190712806,4.01456019561848,0.00298417477364854,6.15719646726295,6.05719646726295,3.08782488810184,2.98782488810184,2.87602647385103,2.77602647385103,4.41934403503386,4.21117364939177,3.22026197648426,3.64432531805638,6.17736646451035,5.85943385819006,label_3
