X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,label
3.29353552314941,5.0480269317472,7.75712324185622,8.69380168332089,0.820490925738664,11.2095027362247,4.02708188203648,3.94427833163701,3.09655899107243,3.84427833163701,4.53987319031156,4.43987319031156,label_3
0.894541483121664,4.73554438253322,9.34675930470027,7.15356983656063,7.05356983656063,9.24675930470027,6.0984939957762,5.1676766463772,5.13252718638129,2.31626068253375,8.56685663403801,2.88561413279233,label_2
6.45771619060766,4.76858969788365,3.18353173016044,4.26919369547682,5.25720715925835,6.32408910163683,7.37133675389129,5.9085995367874,5.49104799022029,5.8085995367874,4.10973393422235,4.00973393422235,label_3
4.01695414069887,3.79761645279743,3.89212089608983,4.43920470299526,4.33920470299526,3.79212089608983,7.85812926443639,3.38640549562589,3.92685839417167,1.97859187345517,8.08024127592686,2.63471177322857,label_2
5.52778915137776,6.97748773988987,4.36098826410555,6.22161386841498,4.12846127783553,4.08151027191069,10.7246808828155,7.88444071764938,5.85117589407452,7.78444071764938,5.31505441657437,5.21505441657437,label_3
7.08367948249604,7.84827387489716,4.15452459438221,6.29504334693684,4.2739439277712,3.67035385187406,7.94827387489716,7.26637777725463,7.18367948249604,6.11962746192216,2.14717821111955,6.72835030328787,label_1
7.08612128789852,4.60404339135562,10.2556976920739,4.72987128052786,4.62987128052786,10.1556976920739,3.65966565951882,5.92098901473149,6.02756348354003,7.44441096311832,4.32444535045897,4.40728758234251,label_2
3.67322579451315,4.25809316212603,4.29077365331362,0.208622415833724,0.108622415833724,4.19077365331362,4.2867510727859,5.6766614221499,3.50963899183109,6.74971659202665,4.14688484356216,2.4375530319198,label_2
7.89459479643937,10.8975487662661,5.85059808245981,9.31595311230822,9.21595311230822,5.75059808245981,6.1721767772855,5.55776524892787,6.53620307350707,6.69155645908193,6.3679709548169,6.52759363131247,label_2
4.83602343478479,0.868876751256611,5.93784258841856,7.28944328666451,3.9845720613784,4.23652029042803,2.74656477476533,5.39487170241379,7.02892765117388,5.29487170241379,6.70388592524748,6.60388592524748,label_3
4.89633597920435,5.73900339982578,2.37787914357539,3.40747628495116,3.62283438099843,6.54981651592705,5.83900339982578,6.8056326636449,4.99633597920435,5.48647736324926,6.15325525838256,-0.182158148065989,label_1
3.78581613977644,4.60055152134067,4.69391285839856,4.55054950523472,4.24436994155784,4.94773542497944,4.70055152134067,4.3150935672539,3.88581613977644,2.88424036535103,7.18647979432177,3.92196163213031,label_1
4.3886099300377,7.37885425532023,5.13434835379356,9.56904619747375,0.391939676963394,5.84800162774649,3.38837672429032,3.47780772846227,1.93009279104088,3.37780772846227,4.21169798262133,4.11169798262133,label_3
1.02493501195062,4.84801082949363,5.58160593544009,5.81300345508193,5.53883275799595,6.14475057772431,4.94801082949362,6.65532403330842,1.12493501195062,2.17648827910439,4.31733744468047,7.16317899701779,label_1
3.89634501240872,7.34395806641464,5.04821226236445,8.05074085709575,4.09249088694861,8.72268290755971,7.44395806641464,5.62185835744394,3.99634501240872,6.43156238262742,2.15375692809184,3.67813224551185,label_1
6.74900930218201,9.9567346564393,5.6517344523399,5.68943992224485,6.17450283190668,2.84208153885557,6.01588461805722,6.17182913714325,0.80574393947535,6.07182913714325,5.85508616916128,5.75508616916128,label_3
5.91875566676739,5.0064394994453,4.98865977599821,5.83678633237779,5.73678633237779,4.88865977599821,6.78202470223078,1.06868756401996,1.93339254601493,5.46408711713346,3.83049521101699,4.51166106230117,label_2
7.50889840562403,2.43329631523448,8.7087114984907,1.6419885122978,1.5419885122978,8.6087114984907,3.54549337441652,6.85076818285039,7.62906613582735,5.31942342659911,6.41725483053469,8.42534846265176,label_2
3.53612497897039,-0.815809133407718,4.41153370192537,2.36187095729621,3.95883990867708,6.83933913269728,-0.715809133407718,3.0360845941242,3.63612497897039,5.26677080974348,4.75644637562204,7.3473827394639,label_1
7.54587833878934,4.67502803649726,7.88033475719054,5.92527115838231,0.551723056074026,3.36675982774589,4.77502803649726,0.479709713955646,7.64587833878934,1.96336106333987,5.79337788783654,2.26782738991467,label_1
3.8823731238591,4.48043104963704,6.86857886091247,1.26358969096363,3.81844678366709,6.55799194067322,5.34166954339944,5.03062634009045,5.78011804270385,4.93062634009045,6.04960309781311,5.94960309781311,label_3
4.28412643949571,2.84716852437932,2.57035461216827,4.78295715186836,4.68295715186836,2.47035461216827,4.52220717943179,4.95774217667708,3.20447727523034,7.24456996789917,2.97172886324501,4.38679100958449,label_2
7.65986339075579,3.78158031429256,5.9016517141351,2.18731329816066,2.08731329816066,5.8016517141351,5.99120015616411,5.0227626715175,5.31537984569428,3.75741107783316,4.35297514886842,4.72492826641839,label_2
4.59981792046574,4.11620130648089,5.52953412252648,5.26709986611177,5.16709986611177,5.42953412252648,7.63046258600972,4.85225633883914,3.658936927639,1.67577142499718,2.90495418014484,2.67181081104524,label_2
3.60780389523784,6.76449152446387,3.50922109403379,5.05753858520481,4.95753858520481,3.40922109403379,5.852597477963,5.88531673875139,2.94178298351306,2.7242112448571,3.59221840922574,6.95942478883327,label_2
6.96025094807869,3.86343546815236,10.0758963454005,2.81808806676597,7.41406648339533,4.8155972995525,6.02970020862567,3.76693790552533,2.93044474851375,3.66693790552533,2.85304144231326,2.75304144231326,label_3
4.36410459165004,4.13152508980335,6.35186670843872,1.43907289011136,2.19450750312035,8.93204963278679,8.29807046299626,6.70033412027524,5.9673980447621,6.60033412027524,4.32073837873934,4.22073837873934,label_3
4.80173640940025,4.1474301014998,5.81726291773488,3.85098320265828,3.75098320265828,5.71726291773488,5.59938756242892,5.30655312095538,5.23758058451849,2.92693694278777,5.08339106090728,6.41007762341258,label_2
7.25402508543074,10.8019987836093,6.16702712886688,2.38972621328112,5.04294935401462,2.30793944627507,10.9019987836093,4.34886102671481,7.35402508543074,6.15334928533912,2.37758734792365,3.41492140129217,label_1
